chembl_id,name,smiles,mw,alogp,hba,hbd,psa,first_approval,indication_class
CHEMBL363392,MARALIXIBAT,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,674.97,6.62,6,1,70.08,2021,
CHEMBL1395,METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,302.46,4.27,2,1,37.30,1973,
CHEMBL198362,RIVAROXABAN,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,435.89,2.52,6,1,88.18,2008,
CHEMBL177,AMIKACIN,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,585.61,-8.42,17,13,331.94,1981,
CHEMBL370805,COCAINE,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,303.36,1.87,5,0,55.84,2017,
CHEMBL1397,POSACONAZOLE,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,700.79,4.57,12,1,115.70,2005,
CHEMBL372795,STREPTOMYCIN,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,581.58,-8.16,15,12,336.43,1946,
CHEMBL178,DAUNORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,527.53,1.03,11,5,185.84,1979,
CHEMBL1399,ANASTROZOLE,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,293.37,2.93,5,0,78.29,1995,
CHEMBL1401,NITAZOXANIDE,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,307.29,2.23,7,1,111.43,2002,
CHEMBL201960,PYROVALERONE,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,245.37,3.44,2,0,20.31,,
CHEMBL204656,ELVITEGRAVIR,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,447.89,4.28,5,2,88.76,2012,
CHEMBL203321,BRINCIDOFOVIR,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,561.7,5.25,9,3,146.13,2021,
CHEMBL1404,RANOLAZINE,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,427.55,2.31,6,2,74.27,2006,
CHEMBL203266,TRIMETAZIDINE,COc1ccc(CN2CCNCC2)c(OC)c1OC,266.34,1.12,5,1,42.96,,
CHEMBL206253,NETUPITANT,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,578.6,6.79,4,0,39.68,2014,
CHEMBL1405,ESTRONE,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,270.37,3.82,2,1,37.30,1979,
CHEMBL205596,CHOLIC ACID,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,408.58,3.45,4,4,97.99,2013,
CHEMBL1409,FLUVOXAMINE MALEATE,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,318.34,3.20,4,1,56.84,1994,
CHEMBL1410,NONOXYNOL 9,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,616.83,4.48,10,1,103.30,1982,
CHEMBL427216,GLICLAZIDE,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,323.42,1.63,4,2,78.51,,
CHEMBL207538,BREXANOLONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,318.5,4.60,2,1,37.30,2019,
CHEMBL211456,EPHEDRINE,CN[C@@H](C)[C@H](O)c1ccccc1,165.24,1.33,2,2,32.26,2016,
CHEMBL1413,CICLOPIROX,Cc1cc(C2CCCCC2)n(O)c(=O)c1,207.27,2.44,3,1,42.23,1982,
CHEMBL443052,TAVABOROLE,OB1OCc2cc(F)ccc21,151.93,,,,,2014,
CHEMBL211471,NEOSTIGMINE METHYLSULFATE,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-],223.3,1.94,2,0,29.54,2013,
CHEMBL1419,SIBUTRAMINE,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,279.86,4.74,1,0,3.24,1997,
CHEMBL218291,FORODESINE,O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,266.26,-2.02,6,6,134.26,2017,
CHEMBL215303,GARENOXACIN,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,426.42,4.47,5,2,80.56,2007,
CHEMBL218394,BOCEPREVIR,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,519.69,1.71,5,4,150.70,2011,
CHEMBL385517,SAXAGLIPTIN ANHYDROUS,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,315.42,1.16,4,2,90.35,2009,
CHEMBL1421,DASATINIB ANHYDROUS,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,488.02,3.31,9,3,106.51,2006,
CHEMBL1422,SITAGLIPTIN,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,407.32,2.02,5,1,77.04,2006,
CHEMBL1423,PIMOZIDE,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,461.56,5.86,3,1,41.03,1984,
CHEMBL386630,TESTOSTERONE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,288.43,3.88,2,1,37.30,1972,
CHEMBL1425,MERCAPTOPURINE ANHYDROUS,Sc1ncnc2nc[nH]c12,152.18,0.64,4,2,54.46,1953,
CHEMBL219916,DOMPERIDONE,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,425.92,3.35,5,2,78.82,,
CHEMBL181,DIAZOXIDE,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,230.68,1.68,3,1,58.53,1973,
CHEMBL218650,DELAMANID,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,534.49,4.97,9,0,101.12,2014,
CHEMBL1428,NIMODIPINE,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,418.45,2.97,8,1,117.00,1988,
CHEMBL384467,DEXAMETHASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.47,1.90,5,3,94.83,1958,
CHEMBL182,GANCICLOVIR,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,255.23,-1.97,8,4,139.28,1989,
CHEMBL184,ACYCLOVIR,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,225.21,-1.33,7,3,119.05,1982,
CHEMBL374731,TELBIVUDINE,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,242.23,-1.51,6,3,104.55,2006,
CHEMBL218490,DORZOLAMIDE,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,324.45,0.61,6,2,106.33,1994,
CHEMBL220491,BRINZOLAMIDE,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,383.52,0.09,7,2,118.80,1998,
CHEMBL220492,TOPIRAMATE,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,339.37,-0.40,8,1,115.54,1996,
CHEMBL426559,LAROPIPRANT,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,435.9,4.39,4,1,76.37,,
CHEMBL221959,TOFACITINIB,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,312.38,1.54,5,1,88.91,2012,
CHEMBL221326,DIQUAFOSOL,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,790.31,-4.19,21,10,404.45,2010,
CHEMBL376897,METHSCOPOLAMINE,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,318.39,1.06,4,1,59.06,1953,
CHEMBL1433,DOXYCYCLINE ANHYDROUS,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,444.44,-0.35,9,6,181.62,1967,
CHEMBL1434,MINOCYCLINE,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,457.48,0.19,9,5,164.63,1971,
CHEMBL1435,CEFAZOLIN,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,454.52,-0.64,12,2,156.09,1973,
CHEMBL1436,CEFUROXIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,424.39,-0.54,9,3,173.76,1983,
CHEMBL186,CEFEPIME,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,480.57,-1.28,10,2,150.04,1996,
CHEMBL374975,FUSIDIC ACID,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,516.72,5.67,5,3,104.06,,
CHEMBL222559,TIPRANAVIR,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,602.68,7.33,6,2,105.59,2005,
CHEMBL1437,NOREPINEPHRINE,NC[C@H](O)c1ccc(O)c(O)c1,169.18,0.09,4,4,86.71,1950,
CHEMBL221722,FAVIPIRAVIR,NC(=O)c1nc(F)cnc1O,157.1,-0.58,4,2,89.10,2014,
CHEMBL222813,ZANAMIVIR,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,332.31,-3.58,7,8,198.22,1999,
CHEMBL1439,TAZOBACTAM SODIUM,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],300.3,-1.52,7,1,122.46,1993,
CHEMBL376140,TIGECYCLINE,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,585.66,0.51,11,7,205.76,2005,
CHEMBL223448,BROXYQUINOLINE,Oc1c(Br)cc(Br)c2cccnc12,302.95,3.47,2,1,33.12,,
CHEMBL376488,BEDAQUILINE,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,555.52,7.13,4,1,45.59,2012,
CHEMBL1440,TETRACYCLINE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,444.44,-0.21,9,6,181.62,1953,
CHEMBL1441,ETHIONAMIDE,CCc1cc(C(N)=S)ccn1,166.25,1.28,2,1,38.91,1965,
CHEMBL225071,RALTITREXED,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,458.5,1.98,7,4,152.69,,
CHEMBL225072,PEMETREXED,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,427.42,0.67,6,6,191.26,2004,
CHEMBL389621,HYDROCORTISONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,362.47,1.78,5,3,94.83,1952,
CHEMBL1443,NAFCILLIN,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,414.48,2.48,5,2,95.94,1965,
CHEMBL388590,BENZBROMARONE,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,424.09,5.46,3,1,50.44,,
CHEMBL1444,LETROZOLE,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31,2.66,5,0,78.29,1997,
CHEMBL223228,EFAVIRENZ,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,315.68,4.07,2,1,38.33,1998,
CHEMBL227529,ALOGLIPTIN BENZOATE,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,339.4,0.39,7,1,97.05,2013,
CHEMBL1445,FLUOXYMESTERONE,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,336.45,3.33,3,2,57.53,1956,
CHEMBL376359,ALOGLIPTIN,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,339.4,0.39,7,1,97.05,2013,
CHEMBL1446,KANAMYCIN SULFATE,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,484.5,-7.29,15,11,282.61,1973,
CHEMBL1447,LINCOMYCIN,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,406.55,-0.86,8,5,122.49,1964,
CHEMBL227875,PRETOMANID,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,359.26,2.67,7,0,88.65,2019,
CHEMBL1448,NICLOSAMIDE,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,327.12,3.86,4,2,92.47,1982,
CHEMBL1449,TICARCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,384.44,0.55,6,3,124.01,1976,
CHEMBL1450,ATOVAQUONE,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,366.84,5.51,3,1,54.37,1992,
CHEMBL229128,MEPHENESIN,Cc1ccccc1OCC(O)CO,182.22,0.73,3,2,49.69,,
CHEMBL189,MILRINONE,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,211.22,1.62,3,1,69.54,1987,
CHEMBL1451,TRIAMCINOLONE,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,394.44,0.62,6,4,115.06,1957,
CHEMBL190,THEOPHYLLINE ANHYDROUS,Cn1c(=O)c2[nH]cnc2n(C)c1=O,180.17,-1.04,5,1,72.68,1940,
CHEMBL230158,SELADELPAR,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,444.47,5.05,5,1,64.99,2024,
CHEMBL1454,LEVAMISOLE,c1ccc([C@H]2CN3CCSC3=N2)cc1,204.3,2.15,3,0,15.60,1990,
CHEMBL1455,ALTRETAMINE,CN(C)c1nc(N(C)C)nc(N(C)C)n1,210.28,0.07,6,0,48.39,1990,
CHEMBL1456,MYCOPHENOLATE MOFETIL,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,433.5,2.52,8,1,94.53,1995,
CHEMBL1457,HYDROCODONE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,299.37,1.93,4,0,38.77,1943,
CHEMBL396778,SAFINAMIDE,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,302.35,2.37,3,2,64.35,2015,
CHEMBL231068,FLIBANSERIN,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,390.41,3.17,4,1,44.27,2015,
CHEMBL243712,AMISULPRIDE,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,369.49,1.29,6,2,101.73,1986,
CHEMBL395091,ESKETAMINE,CN[C@]1(c2ccccc2Cl)CCCCC1=O,237.73,2.90,2,1,29.10,2019,
CHEMBL1460,DIDANOSINE,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,236.23,-0.21,6,2,93.03,1991,
CHEMBL231884,DIOSMIN,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,608.55,-1.09,15,8,238.20,,
CHEMBL1464,WARFARIN,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,308.33,3.61,4,1,67.51,1954,
CHEMBL397420,ACENOCOUMAROL,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,353.33,3.52,6,1,110.65,,
CHEMBL1465,PHENPROCOUMON,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,280.32,4.04,3,1,50.44,1957,
CHEMBL1466,DICUMAROL,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,336.3,2.90,6,2,100.88,1944,
CHEMBL231813,TELAPREVIR,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,679.86,2.45,8,4,179.56,2011,
CHEMBL232201,BENZIODARONE,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,518.09,5.14,3,1,50.44,,
CHEMBL395110,MEPAZINE,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,310.47,4.63,3,0,6.48,,
CHEMBL231779,APIXABAN,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,459.51,2.70,6,1,110.76,2011,
CHEMBL1469,PHENYLBUTANOIC ACID,O=C(O)CCCc1ccccc1,164.2,2.09,1,1,37.30,1996,
CHEMBL437765,RIFAMYCIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,697.78,4.75,12,6,201.31,2018,
CHEMBL235668,TIPIRACIL,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,242.67,0.29,3,3,92.81,2015,
CHEMBL1471,APREPITANT,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,534.43,4.95,5,2,83.24,2003,
CHEMBL237500,LINAGLIPTIN,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,472.55,1.15,10,1,116.86,2011,
CHEMBL1472,PROTIRELIN,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,362.39,-1.81,5,4,150.28,1976,
CHEMBL1473,FLUTICASONE PROPIONATE,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,500.58,4.43,6,1,80.67,1990,
CHEMBL238071,VINDESINE,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,753.94,2.73,10,5,164.82,,
CHEMBL1475,TRIOXSALEN,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,228.25,3.46,3,0,43.35,1964,
CHEMBL1477,CERIVASTATIN,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,459.56,4.88,5,3,99.88,1997,
CHEMBL240597,CHENODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,392.58,4.48,3,3,77.76,1983,
CHEMBL1479,DANAZOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,337.46,4.22,3,1,46.26,1976,
CHEMBL1480,FELODIPINE,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,384.26,3.96,5,1,64.63,1991,
CHEMBL1481,GLIMEPIRIDE,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,490.63,3.07,5,3,124.68,1995,
CHEMBL238804,SELEXIPAG,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,496.63,3.90,7,1,101.49,2015,
CHEMBL1482,BETHANECHOL,CC(C[N+](C)(C)C)OC(N)=O,161.22,0.18,2,1,52.32,1948,
CHEMBL1483,ALBENDAZOLE,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,265.34,3.24,4,2,67.01,1996,
CHEMBL393220,ATORVASTATIN CALCIUM,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],558.65,6.31,5,4,111.79,1996,
CHEMBL1484,NICARDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,479.53,3.68,8,1,111.01,1988,
CHEMBL245807,OXYPHENISATINE,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,317.34,3.38,3,3,69.56,,
CHEMBL191,LOSARTAN,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,422.92,4.27,6,2,92.51,1995,
CHEMBL192,SILDENAFIL,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,474.59,1.61,8,1,113.42,1998,
CHEMBL247951,PEMAFIBRATE,CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,490.56,5.55,7,1,94.26,2017,
CHEMBL398435,TICAGRELOR,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,522.58,2.01,11,4,138.44,2010,
CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,519.45,3.04,15,1,185.44,2001,
CHEMBL1487,ATORVASTATIN,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,558.65,6.31,5,4,111.79,1996,
CHEMBL1488,URACIL MUSTARD,Oc1ncc(N(CCCl)CCCl)c(O)n1,252.1,1.17,5,2,69.48,1962,
CHEMBL1489,AZACITIDINE,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,244.21,-3.17,9,4,143.72,2004,
CHEMBL251940,PERICIAZINE,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,365.5,4.01,5,1,50.50,,
CHEMBL1490,TRIHEXYPHENIDYL,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,301.47,4.33,2,1,23.47,1949,
CHEMBL1491,AMLODIPINE,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,408.88,2.27,7,2,99.88,1992,
CHEMBL400599,BENFLUOREX,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,351.37,4.08,3,1,38.33,1974,
CHEMBL253376,BROMHEXINE,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,376.14,4.56,2,1,29.26,,
CHEMBL254857,FIPEXIDE,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,388.85,2.79,5,0,51.24,,
CHEMBL1492,DIPHENYLPYRALINE,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,281.4,3.89,2,0,12.47,1982,
CHEMBL1493,FLAVOXATE,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,391.47,4.41,5,0,59.75,1970,
CHEMBL255044,FLUPIRTINE,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,304.32,2.98,5,3,89.27,,
