ChEMBL_ID,Name,SMILES,pChEMBL_value,activity_type,source
CHEMBL304784,Unknown,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O,5.07,IC50,SARS-CoV-2_Mpro
CHEMBL5201546,Unknown,Cc1ccc(N)cc1C(=O)N[C@@H](C)c1cccc2ccccc12,5.62,IC50,SARS-CoV-2_Mpro
CHEMBL5171214,Unknown,CC(=O)Nc1ccc(C)c(C(=O)N[C@@H](C)c2cccc3ccccc23)c1,5.3,IC50,SARS-CoV-2_Mpro
CHEMBL562121,Unknown,Cc1ccccc1C(=O)NC(C)c1ccc2ccccc2c1,4.63,IC50,SARS-CoV-2_Mpro
CHEMBL445978,PECTOLINARIN,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1,4.42,IC50,SARS-CoV-2_Mpro
CHEMBL395990,RHOIFOLIN,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,4.57,IC50,SARS-CoV-2_Mpro
CHEMBL611029,HERBACETIN,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,4.48,IC50,SARS-CoV-2_Mpro
CHEMBL187460,CRYPTOTANSHINONE,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,5.87,IC50,SARS-CoV-2_Mpro
CHEMBL464274,DEHYDROHIRSUTANONOL,O=C(/C=C/CCc1ccc(O)c(O)c1)CCc1ccc(O)c(O)c1,5.39,IC50,SARS-CoV-2_Mpro
CHEMBL186141,ANDROGRAPHOLIDE,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,4.82,IC50,SARS-CoV-2_Mpro
CHEMBL509,MECLOFENAMIC ACID,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,4.3,Ki,SARS-CoV-2_Mpro
CHEMBL4802135,NIRMATRELVIR,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,9.1,IC50,SARS-CoV-2_Mpro
CHEMBL5208946,Unknown,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1.O=C(O)C(F)(F)F,8.1,IC50,SARS-CoV-2_Mpro
CHEMBL5174111,Unknown,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cccnc2)CCN1c1ccc(Cl)c(Cl)c1,9.4,IC50,SARS-CoV-2_Mpro
CHEMBL5183847,ENSITRELVIR,Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,10.89,IC50,SARS-CoV-2_Mpro
CHEMBL5082224,Unknown,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,8.29,IC50,SARS-CoV-2_Mpro
CHEMBL5188908,Unknown,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,9.36,IC50,SARS-CoV-2_Mpro
CHEMBL5188502,Unknown,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cncc3ccccc23)CCN1c1ccc(Cl)c(Cl)c1,9.36,IC50,SARS-CoV-2_Mpro
CHEMBL5201620,Unknown,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.1,IC50,SARS-CoV-2_Mpro
CHEMBL5172248,Unknown,O=C(NCc1cccs1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.21,IC50,SARS-CoV-2_Mpro
CHEMBL5180494,Unknown,O=C(NCc1ccco1)[C@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,8.53,IC50,SARS-CoV-2_Mpro
CHEMBL5192350,Unknown,O=C(NCc1ccco1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.46,IC50,SARS-CoV-2_Mpro
CHEMBL5204987,Unknown,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.4,IC50,SARS-CoV-2_Mpro
CHEMBL5181886,Unknown,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,9.23,IC50,SARS-CoV-2_Mpro
CHEMBL5188982,Unknown,O=C(NCc1ccco1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,9.32,IC50,SARS-CoV-2_Mpro
CHEMBL5180524,Unknown,O=c1[nH]cc(-c2cc(-c3cc(Cl)cc(OCc4ccccc4Cl)c3)c(=O)n(-c3cccnc3)c2)c(=O)[nH]1,7.75,IC50,SARS-CoV-2_Mpro
CHEMBL5200851,Unknown,C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)CCl)c1ccc(-n2cccc2)cc1)c1ccccc1,7.3,IC50,SARS-CoV-2_Mpro
CHEMBL5173559,Unknown,C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)C(Cl)Cl)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.37,IC50,SARS-CoV-2_Mpro
CHEMBL3605457,Unknown,CCS(=O)(=O)N1CCC([C@@H](C)n2c(C)c(C(=O)NCc3c(OC)cc(C)[nH]c3=O)c3ccccc32)CC1,5.14,IC50,SARS-CoV-2_Mpro
CHEMBL549695,Unknown,Cc1ccc(N)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.22,IC50,SARS-CoV-2_Mpro
CHEMBL5077800,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.0,IC50,SARS-CoV-2_Mpro
CHEMBL5071508,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2cccs2)c1,6.23,IC50,SARS-CoV-2_Mpro
CHEMBL5179681,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(C(=O)NCC3CCO3)s2)c1,6.09,IC50,SARS-CoV-2_Mpro
CHEMBL5183676,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN3CC[C@H](O)C3)s2)c1,6.16,IC50,SARS-CoV-2_Mpro
CHEMBL5185454,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN3CC[C@@H](O)C3)s2)c1,6.19,IC50,SARS-CoV-2_Mpro
CHEMBL5183892,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CCOC3)s2)c1,6.48,IC50,SARS-CoV-2_Mpro
CHEMBL5199419,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CCOC3)s2)c1,6.21,IC50,SARS-CoV-2_Mpro
CHEMBL5171009,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC[C@H]3CCCO3)s2)c1,6.12,IC50,SARS-CoV-2_Mpro
CHEMBL5201060,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(C(=O)O)s2)c1,6.01,IC50,SARS-CoV-2_Mpro
CHEMBL5173688,Unknown,COC(=O)c1ccc(-c2cccc([C@@H](C)NC(=O)c3cc(NC4CNC4)ccc3C)c2)s1,6.09,IC50,SARS-CoV-2_Mpro
CHEMBL5179021,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCC(O)C3)s2)c1,6.77,IC50,SARS-CoV-2_Mpro
CHEMBL5085659,Unknown,CC(=O)NCc1ccc(-c2cccc([C@@H](C)NC(=O)c3cc(NC4CNC4)ccc3C)c2)s1,6.43,IC50,SARS-CoV-2_Mpro
CHEMBL5175433,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCNC3=O)s2)c1,6.19,IC50,SARS-CoV-2_Mpro
CHEMBL5085054,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CC[C@H](O)C3)s2)c1,6.68,IC50,SARS-CoV-2_Mpro
CHEMBL5207904,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CC[C@@H](O)C3)s2)c1,6.37,IC50,SARS-CoV-2_Mpro
CHEMBL5079592,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@@H](O)C3)s2)c1,6.95,IC50,SARS-CoV-2_Mpro
CHEMBL5208693,Unknown,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@H](O)C3)s2)c1,6.6,IC50,SARS-CoV-2_Mpro
CHEMBL5093083,Unknown,Cc1ccc(N(C)C2CNC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.62,IC50,SARS-CoV-2_Mpro
CHEMBL5072144,Unknown,Cc1ccc(N(C)C2CNC2)cc1C(=O)N[C@H](C)c1nccc2ccccc12,4.25,IC50,SARS-CoV-2_Mpro
CHEMBL5073830,Unknown,Cc1ccc(NC2CCNCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.22,IC50,SARS-CoV-2_Mpro
CHEMBL5180299,Unknown,Cc1ccc(NC2CCN(C)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.16,IC50,SARS-CoV-2_Mpro
CHEMBL5182901,Unknown,Cc1ccc(NC(=O)C2CCNCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.1,IC50,SARS-CoV-2_Mpro
CHEMBL5177666,Unknown,CCCCC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,4.9,IC50,SARS-CoV-2_Mpro
CHEMBL5172181,Unknown,C=CC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,5.19,IC50,SARS-CoV-2_Mpro
CHEMBL5197139,Unknown,Cc1ccc(NC(=O)NC(N)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.29,IC50,SARS-CoV-2_Mpro
CHEMBL5172897,Unknown,Cc1ccc(NC(=O)Oc2ccc([N+](=O)[O-])cc2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.16,IC50,SARS-CoV-2_Mpro
CHEMBL5171621,Unknown,CCCCNC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,4.78,IC50,SARS-CoV-2_Mpro
CHEMBL5175380,Unknown,Nc1cc(C(=O)Nc2cccc3ccccc23)cc(C(F)(F)F)c1,4.37,IC50,SARS-CoV-2_Mpro
CHEMBL5175329,Unknown,Cc1cc(N)ccc1C(=O)N[C@H](C)c1cccc2ccccc12,5.12,IC50,SARS-CoV-2_Mpro
CHEMBL5170174,Unknown,Cc1ccc(N(C)C)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.0,IC50,SARS-CoV-2_Mpro
CHEMBL5187526,Unknown,Cc1cc(NS(C)(=O)=O)ccc1C(=O)N[C@H](C)c1cccc2ccccc12,5.0,IC50,SARS-CoV-2_Mpro
CHEMBL5199721,Unknown,C[C@H](c1cccc2ccccc12)N1Cc2ccccc2C1,5.12,IC50,SARS-CoV-2_Mpro
CHEMBL5180056,Unknown,C[C@@H](NC(=O)c1ccccc1Cl)c1cccc2ccccc12,4.82,IC50,SARS-CoV-2_Mpro
CHEMBL5200289,Unknown,Cc1ccsc1C(=O)N[C@H](C)c1cccc2ccccc12,4.38,IC50,SARS-CoV-2_Mpro
CHEMBL5174096,Unknown,CC(c1ccccc1Cl)N(C)Cc1cc(O)ccc1Cl,5.14,IC50,SARS-CoV-2_Mpro
CHEMBL5183725,Unknown,Cc1ccccc1[C@@H](C)N(C)Cc1cc(O)ccc1Cl,5.18,IC50,SARS-CoV-2_Mpro
CHEMBL5174607,Unknown,C[C@H](c1cccc2ccccc12)N(C)Cc1cccc2[nH]ccc12,6.21,IC50,SARS-CoV-2_Mpro
CHEMBL5207076,Unknown,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc2[nH]ncc2c1,6.18,IC50,SARS-CoV-2_Mpro
CHEMBL5182315,Unknown,C[C@H](c1cccc2ccccc12)N(C)Cc1c[nH]c2ccccc12,6.17,IC50,SARS-CoV-2_Mpro
CHEMBL5200707,Unknown,Cc1ccc(O)cc1CN(C)[C@H](C)c1cccc2ccccc12,6.06,IC50,SARS-CoV-2_Mpro
CHEMBL5205511,Unknown,Cc1cc(O)ccc1CN(C)[C@H](C)c1cccc2ccccc12,6.05,IC50,SARS-CoV-2_Mpro
CHEMBL5176085,Unknown,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1Cl,6.1,IC50,SARS-CoV-2_Mpro
CHEMBL5184650,Unknown,COc1cc(O)ccc1CN(C)[C@H](C)c1cccc2ccccc12,6.24,IC50,SARS-CoV-2_Mpro
CHEMBL5174085,Unknown,Cc1ccc(N)cc1CN(C)[C@H](C)c1cccc2ccccc12,6.0,IC50,SARS-CoV-2_Mpro
CHEMBL5173886,Unknown,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1,6.17,IC50,SARS-CoV-2_Mpro
CHEMBL3233815,Unknown,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(F)c2)CC1,5.76,IC50,SARS-CoV-2_Mpro
CHEMBL3233809,Unknown,CC(=O)Nc1cccc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1,5.7,IC50,SARS-CoV-2_Mpro
CHEMBL3233822,Unknown,COc1cc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)ccn1,5.73,IC50,SARS-CoV-2_Mpro
CHEMBL5192637,Unknown,CC(=O)Nc1cc(F)cc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1,5.95,IC50,SARS-CoV-2_Mpro
CHEMBL5171052,Unknown,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCC2CCN(C)CC2)CC1,5.67,IC50,SARS-CoV-2_Mpro
CHEMBL5175589,Unknown,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(NC(=O)CN(C)C)c2)CC1,5.86,IC50,SARS-CoV-2_Mpro
CHEMBL5180567,Unknown,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(NC(=O)N3CCN(C)CC3)c2)CC1,6.24,IC50,SARS-CoV-2_Mpro
CHEMBL5187162,Unknown,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cc(F)cc(NC(=O)CN(C)C)c2)CC1,6.11,IC50,SARS-CoV-2_Mpro
CHEMBL5191209,Unknown,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cc(F)cc(NC(=O)N3CCN(C)CC3)c2)CC1,6.58,IC50,SARS-CoV-2_Mpro
CHEMBL5075209,Unknown,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.92,IC50,SARS-CoV-2_Mpro
CHEMBL5198567,Unknown,CC(C)(C)OC(=O)Nc1cccn(C(CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.42,IC50,SARS-CoV-2_Mpro
CHEMBL5198073,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12,8.02,IC50,SARS-CoV-2_Mpro
CHEMBL5179778,Unknown,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.42,IC50,SARS-CoV-2_Mpro
CHEMBL5190754,Unknown,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@@H](F)Cl,7.55,IC50,SARS-CoV-2_Mpro
CHEMBL5179611,Unknown,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.32,IC50,SARS-CoV-2_Mpro
CHEMBL5195394,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12,7.81,IC50,SARS-CoV-2_Mpro
CHEMBL5197241,Unknown,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@@H](F)Cl,6.33,IC50,SARS-CoV-2_Mpro
CHEMBL5172924,Unknown,CC(=O)N(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)c1cc2c(F)cccc2[nH]1,6.48,IC50,SARS-CoV-2_Mpro
CHEMBL5194970,Unknown,O=C(CSc1nc2cc(Cl)ccc2n1Cc1ccccc1)N1CCNC1=O,4.62,IC50,SARS-CoV-2_Mpro
CHEMBL5177181,Unknown,O=C(CSc1nc2cc(Cl)ccc2n1Cc1ccccc1)N1CCOC1=O,4.21,IC50,SARS-CoV-2_Mpro
CHEMBL5170254,Unknown,CC(C)(C)c1ccc2c(c1)nc(SCC(=O)N1CCOC1=O)n2Cc1ccccc1,4.46,IC50,SARS-CoV-2_Mpro
CHEMBL5184754,Unknown,O=C1NCCN1C(=O)C(Cc1ccccc1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,4.52,IC50,SARS-CoV-2_Mpro
CHEMBL5194113,Unknown,Cc1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCNC1=O)n2Cc1ccccc1,4.49,IC50,SARS-CoV-2_Mpro
CHEMBL5191524,Unknown,O=C1OCCN1C(=O)C(Cc1ccccc1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,4.57,IC50,SARS-CoV-2_Mpro
CHEMBL5182801,Unknown,Cc1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCOC1=O)n2Cc1ccccc1,4.44,IC50,SARS-CoV-2_Mpro
CHEMBL5186585,Unknown,CC(C)(C)c1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCOC1=O)n2Cc1ccccc1,4.53,IC50,SARS-CoV-2_Mpro
CHEMBL5179857,Unknown,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,4.83,IC50,SARS-CoV-2_Mpro
CHEMBL5205104,Unknown,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2ccc(Cl)cc2n1Cc1ccccc1,4.28,IC50,SARS-CoV-2_Mpro
CHEMBL5196969,Unknown,COc1ccc2nc(SC(Cc3ccco3)C(=O)N3CCOC3=O)n(Cc3ccccc3)c2c1,4.27,IC50,SARS-CoV-2_Mpro
CHEMBL5202324,Unknown,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2ccc(O)cc2n1Cc1ccccc1,4.25,IC50,SARS-CoV-2_Mpro
CHEMBL5179950,Unknown,O=C(CSc1nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1)N1CCOC1=O,4.53,IC50,SARS-CoV-2_Mpro
CHEMBL5172920,Unknown,COc1cc2c(cc1Cl)nc(SCC(=O)N1CCOC1=O)n2Cc1ccccc1,4.28,IC50,SARS-CoV-2_Mpro
CHEMBL5202164,Unknown,O=C(CSc1nc2cc(Cl)c(O)cc2n1Cc1ccccc1)N1CCOC1=O,4.45,IC50,SARS-CoV-2_Mpro
CHEMBL5189428,Unknown,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1,4.51,IC50,SARS-CoV-2_Mpro
CHEMBL5201497,Unknown,COc1cc2c(cc1Cl)nc(SC(Cc1ccco1)C(=O)N1CCOC1=O)n2Cc1ccccc1,4.56,IC50,SARS-CoV-2_Mpro
CHEMBL5205913,Unknown,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)c(O)cc2n1Cc1ccccc1,4.34,IC50,SARS-CoV-2_Mpro
CHEMBL5171142,Unknown,COCCn1c(C(=O)NCC(O)c2ccccc2)nc2ccccc2c1=O,4.27,IC50,SARS-CoV-2_Mpro
CHEMBL5202866,Unknown,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.75,IC50,SARS-CoV-2_Mpro
CHEMBL5178875,Unknown,C=C(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.96,IC50,SARS-CoV-2_Mpro
CHEMBL5205477,Unknown,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.32,IC50,SARS-CoV-2_Mpro
CHEMBL5189578,Unknown,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccco1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.28,IC50,SARS-CoV-2_Mpro
CHEMBL5190267,Unknown,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.82,IC50,SARS-CoV-2_Mpro
CHEMBL5176166,Unknown,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.22,IC50,SARS-CoV-2_Mpro
CHEMBL5203715,Unknown,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.44,IC50,SARS-CoV-2_Mpro
CHEMBL5178556,Unknown,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.89,IC50,SARS-CoV-2_Mpro
CHEMBL5185670,Unknown,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.8,IC50,SARS-CoV-2_Mpro
CHEMBL5169820,Unknown,CC(C)[C@](C)(NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.11,IC50,SARS-CoV-2_Mpro
CHEMBL5204033,Unknown,CC(C)(C)C[C@H](NC(=O)C(C)(C)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.31,IC50,SARS-CoV-2_Mpro
CHEMBL5199403,Unknown,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)C1(NC(=O)OCc2ccccc2)CC1,6.46,IC50,SARS-CoV-2_Mpro
CHEMBL5208464,Unknown,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1,8.08,IC50,SARS-CoV-2_Mpro
CHEMBL5193629,Unknown,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.19,IC50,SARS-CoV-2_Mpro
CHEMBL5173899,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1cccc(Cl)c1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.28,IC50,SARS-CoV-2_Mpro
CHEMBL5177381,Unknown,CC(C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.8,IC50,SARS-CoV-2_Mpro
CHEMBL5203726,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.28,IC50,SARS-CoV-2_Mpro
CHEMBL5201264,Unknown,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@H]1CCNC1=O)C2(C)C,7.18,IC50,SARS-CoV-2_Mpro
CHEMBL5205992,Unknown,CC(C)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],7.52,IC50,SARS-CoV-2_Mpro
CHEMBL5171771,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.07,IC50,SARS-CoV-2_Mpro
CHEMBL5183770,Unknown,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.82,IC50,SARS-CoV-2_Mpro
CHEMBL5202077,Unknown,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.48,IC50,SARS-CoV-2_Mpro
CHEMBL5178763,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.22,IC50,SARS-CoV-2_Mpro
CHEMBL5203900,Unknown,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.33,IC50,SARS-CoV-2_Mpro
CHEMBL5196043,Unknown,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,8.03,IC50,SARS-CoV-2_Mpro
CHEMBL5180793,Unknown,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(N)=O)C2(C)C)C(C)(C)C,7.4,IC50,SARS-CoV-2_Mpro
